-0.0000114562	-0.0000012295	0.0001146042	0.0000285787	0.0001984417	-0.0000243065	-0.0003111569	-0.0000019214	-0.0000013404	0.0003769098	-0.0002765842	-0.0001710602	-0.0000388315	0.0000363607	0.0000572991	-0.0005174814	0.0000015423	-0.0000035214	0.0000636695	0.0000276390	0.0000162763	-0.0002151211	-0.0000159169	-0.0000195507	-0.0000583695	0.0000178989	-0.0000853999	-0.0000858670	0.0000355333	0.0003746177	0.0000048918	-0.0000520902	-0.0000274493	0.0000205793	-0.0000014621	-0.0005476311	0.0000119178	-0.0000096566	0.0001461046	-0.0000066012	0.0000167423	-0.0000116584	0.0003793676	-0.0000027143	0.0003880823	0.0001149121	0.0000002006	-0.0000117734	-0.0000331649	0.0001185105	0.0001283729	0.0000754029	0.0001421343	-0.0000518684	-0.0000130369	-0.0000828207	-0.0000486057	0.0000949725	-0.0000137387	-0.0000787688	-0.0000779029	0.0000000279	0.0000003525	-0.0000075542	0.0000336234	0.0000000103	0.0000003374	-0.0000003536	-0.0000000393	-0.0000046275	0.0000001088	-0.0000002298	-0.0000003067	-0.0000001982	0.0000020660	-0.0000000451	0.0000053784	0.0002980780	0.0000204219	0.0000435975	0.0002609115	-0.0002209216	-0.0000001457	-0.0000273125	-0.0000021108	-0.0000203143
-0.0001839665	-0.0005361340	0.0000001276	-0.0001251683	0.0000000175	0.0000415599	-0.0000000139	0.0000011464	0.0001111031	-0.0000000112	-0.0000086988	-0.0000000370	0.0002345231	-0.0000000181	0.0002116367	-0.0000300023	0.0000000043	-0.0000000187	-0.0004932695	0.0000000842	0.0004676090	-0.0000000518	0.0000000410	0.0000052153	0.0000000488	-0.0000000207	-0.0000559062	0.0000115893	0.0000000232	-0.0000000297	-0.0000000155	-0.0000154467	-0.0000000010	0.0000000127	-0.0000021781	0.0000000058	0.0000004124	-0.0000000309	-0.0000172927	-0.0000000395	-0.0000637685	-0.0000001340	0.0000519743	0.0000000172	-0.0000441336	-0.0000163290	0.0000035977	0.0000005295	0.0000091113	0.0000006372	-0.0000321031	-0.0000010505	-0.0000241541	-0.0001207303	0.0000000059	-0.0000942179	0.0000138839	-0.0000000793	0.0000049717	-0.0000012949	0.0000217524	0.0000000427	0.0000009509	0.0000000552	-0.0000001354	-0.0000000400	0.0000011553	-0.0000027919	0.0000000329	-0.0001630257	-0.0000000205	0.0000002835	0.0000000050	-0.0000000341	0.0000000089	0.0000020339	0.0000963593	-0.0000000092	0.0000392155	-0.0000001163	-0.0000027821	0.0000062714	-0.0000282278	0.0000600239	0.0000000408	0.0000036407
0.0000001367	-0.0000057382	-0.0000073489	-0.0000094109	-0.0000072171	0.0000179841	0.0000078122	0.0000002222	-0.0000221396	0.0000005172	0.0000098705	-0.0000115763	-0.0000145325	0.0000144659	-0.0000029967	-0.0000027125	-0.0000059914	0.0000071488	0.0000018535	-0.0000120431	-0.0000041850	-0.0000016354	-0.0000049153	-0.0000160398	-0.0000392217	0.0000213152	0.0000002766	-0.0000092510	-0.0000036585	0.0000103224	0.0000028303	0.0000062768	-0.0000177486	0.0000119424	-0.0000229058	0.0000045356	0.0000013988	0.0000076152	-0.0000182707	0.0000124568	-0.0000335652	0.0000301427	0.0000244622	0.0000089016	0.0000037995	-0.0000287600	0.0000115843	-0.0000978806	-0.0000126990	-0.0002062162	0.0000119803	0.0004281455	-0.0000042413	-0.0001264714	-0.0000148477	0.0000881421	0.0000157085	-0.0000120584	0.0000850283	0.0001759746	0.0000183138	0.0000000850	-0.0000006542	-0.0000175578	0.0000552127	-0.0000000444	-0.0000012906	0.0000052260	0.0000000363	0.0003621841	-0.0000000149	-0.0000012030	-0.0000000150	-0.0000000592	0.0000001248	-0.0000036901	-0.0001851601	0.0000157773	-0.0000630574	-0.0000476095	0.0000031349	-0.0000329803	-0.0000170872	0.0002540832	0.0000044647	0.0000111887
0.0000114529	0.0000012785	0.0001146048	-0.0000285633	0.0001984423	0.0000242930	-0.0003111672	-0.0000019212	0.0000014521	0.0003768550	0.0002766903	-0.0001709759	0.0000387547	0.0000364729	-0.0000573039	0.0005174860	0.0000015411	-0.0000035307	-0.0000636606	0.0000276164	-0.0000163218	-0.0002151200	-0.0000159315	0.0000195910	-0.0000583672	0.0000178712	0.0000853892	0.0000859691	0.0000355303	0.0003745939	0.0000049232	0.0000520748	-0.0000274739	0.0000205629	0.0000015581	-0.0005476218	0.0000119199	-0.0000096206	-0.0001461213	-0.0000068760	-0.0000167033	-0.0000113210	-0.0003793948	-0.0000022812	-0.0003880816	-0.0001149138	0.0000002344	-0.0000118450	0.0000331689	0.0001184578	-0.0001283918	0.0000754122	-0.0001421368	0.0000518743	-0.0000129770	0.0000828027	0.0000490066	0.0000947437	-0.0000137461	-0.0000787942	0.0000779052	0.0000000279	-0.0000003526	-0.0000076060	0.0000336083	0.0000000103	-0.0000003376	0.0000003543	-0.0000000393	0.0000046795	0.0000001088	0.0000002295	-0.0000003067	0.0000001982	0.0000020660	0.0000000451	-0.0000054369	0.0002980766	-0.0000205468	0.0000432429	-0.0002609670	0.0002209189	-0.0000001450	0.0000273103	-0.0000015218	0.0000203614
-0.0001839665	-0.0005361340	0.0000000996	-0.0001251683	-0.0000000104	0.0000415599	0.0000000155	-0.0000011465	0.0001111031	-0.0000000197	-0.0000086988	-0.0000000803	0.0002345231	0.0000000331	0.0002116367	-0.0000300023	-0.0000000149	0.0000000039	-0.0004932695	0.0000000514	0.0004676090	-0.0000000529	0.0000000297	0.0000052153	-0.0000000485	0.0000000171	-0.0000559062	0.0000115893	0.0000000220	0.0000000215	-0.0000000122	-0.0000154467	0.0000000064	-0.0000000090	-0.0000021782	-0.0000000061	-0.0000004122	0.0000000332	-0.0000172927	-0.0000000114	-0.0000637685	-0.0000001255	0.0000519743	0.0000000016	-0.0000441336	-0.0000163299	-0.0000035925	-0.0000005393	0.0000091114	-0.0000006493	-0.0000321026	0.0000010599	-0.0000241542	-0.0001207303	-0.0000000284	-0.0000942178	0.0000138839	0.0000000143	-0.0000049717	0.0000012969	0.0000217525	-0.0000000427	0.0000009509	-0.0000000502	0.0000001722	0.0000000401	0.0000011553	-0.0000027919	-0.0000000329	-0.0001630256	0.0000000205	0.0000002835	-0.0000000050	-0.0000000341	-0.0000000089	0.0000020339	0.0000963593	0.0000000611	0.0000392155	0.0000001616	-0.0000027825	0.0000062711	0.0000282274	0.0000600240	0.0000001234	0.0000036397
-0.0000001366	0.0000057351	-0.0000073516	0.0000094104	-0.0000072178	-0.0000179836	0.0000078142	0.0000002222	0.0000221392	0.0000005129	-0.0000098667	-0.0000115868	0.0000145268	0.0000144650	0.0000029955	0.0000027089	-0.0000059914	0.0000071487	-0.0000018559	-0.0000120454	0.0000041860	-0.0000016363	-0.0000049155	0.0000160486	-0.0000392060	0.0000213266	-0.0000002820	0.0000092653	-0.0000036524	0.0000103201	0.0000028264	-0.0000062849	-0.0000177338	0.0000119278	0.0000229247	0.0000045390	0.0000013960	0.0000076126	0.0000182640	0.0000124930	0.0000334658	0.0000302564	-0.0000244277	0.0000088926	-0.0000038069	0.0000288190	0.0000115756	-0.0000978555	0.0000127179	-0.0002062316	-0.0000117914	0.0004281667	0.0000042256	0.0001264357	-0.0000148666	-0.0000880679	-0.0000157045	-0.0000119841	0.0000850339	0.0001759979	-0.0000183000	0.0000000849	0.0000006540	-0.0000174971	0.0000553120	-0.0000000443	0.0000012903	-0.0000052256	0.0000000363	-0.0003621547	-0.0000000148	0.0000012029	-0.0000000151	0.0000000592	0.0000001248	0.0000036901	0.0001851592	0.0000158801	0.0000631396	-0.0000475411	-0.0000030676	0.0000329904	-0.0000170871	-0.0002540752	0.0000039038	-0.0000112970
-0.0000237292	0.0000103889	-0.0000104506	0.0000192046	-0.0000054071	0.0000148210	0.0000015288	-0.0000001419	-0.0000337104	0.0000330035	0.0000009200	-0.0000589648	0.0000212056	0.0000379503	0.0000569774	0.0000065784	-0.0000027106	0.0000009616	-0.0000233795	0.0000333579	-0.0000453537	-0.0001364304	0.0000023250	0.0000033692	0.0000728244	-0.0000779949	0.0000373021	-0.0000158858	-0.0000049103	-0.0002326758	-0.0000134839	0.0000132616	0.0000802587	-0.0000504483	0.0000061799	-0.0000618241	0.0000026185	-0.0000277961	0.0000338043	-0.0000373432	0.0000398568	-0.0000727713	0.0000163414	-0.0000163021	0.0000309022	-0.0000051503	0.0000033440	0.0000112310	0.0000057115	0.0001452590	-0.0000488205	0.0001202991	-0.0000718897	-0.0000139985	-0.0000129326	0.0000031723	0.0000328623	0.0000571998	-0.0000070300	-0.0000251129	0.0000399465	-0.0000000016	0.0000001003	0.0000001396	-0.0000012860	0.0000000044	0.0000001450	-0.0000005032	-0.0000000093	-0.0000343864	0.0000000191	0.0000001193	-0.0000000483	0.0000000034	0.0000003171	-0.0000003836	-0.0000164484	0.0000457375	-0.0000134383	0.0000619472	-0.0000508881	-0.0000301425	0.0000004444	0.0000050164	-0.0000098741	-0.0000291226
-0.0002816885	-0.0000377888	0.0000000038	0.0003941256	-0.0000000126	-0.0002985325	0.0000000042	0.0000000000	-0.0001803223	0.0000000348	-0.0000574176	0.0000000670	-0.0003064200	-0.0000000114	0.0000807055	-0.0000143120	0.0000000003	-0.0000000135	-0.0002797613	0.0000000323	-0.0000738140	0.0000000105	-0.0000000188	0.0001225780	0.0000000473	0.0000000674	0.0003903311	-0.0000524741	-0.0000001914	0.0000000271	0.0000001565	0.0003494711	-0.0000000114	-0.0000001539	0.0003535473	0.0000000240	-0.0000000174	0.0000000704	-0.0003286197	-0.0000002512	-0.0000364886	-0.0000000325	-0.0001081975	-0.0000000868	0.0001797812	0.0004943387	-0.0000000772	0.0000001382	0.0000530038	0.0000000313	0.0001324019	0.0000000218	0.0001081545	0.0000463151	-0.0000000044	-0.0000129002	-0.0001590695	0.0000001972	-0.0000000060	-0.0000000479	0.0003634483	0.0000000001	-0.0000001829	-0.0000002279	-0.0000000908	-0.0000000000	-0.0000005259	0.0000027159	0.0000000000	0.0002047664	-0.0000000000	-0.0000009151	0.0000000000	-0.0000000454	-0.0000000006	0.0000069389	0.0003114131	0.0000000013	-0.0000511983	0.0000002081	0.0001024763	0.0002949619	0.0000000001	0.0000578501	0.0000010241	0.0000724764
-0.0000068578	0.0000010170	-0.0000866585	-0.0000213620	-0.0001245145	0.0000296158	0.0002626510	0.0000004614	-0.0000300895	-0.0002196615	0.0002853427	-0.0003471693	0.0000071550	0.0007645462	0.0000058471	0.0000528256	-0.0003408662	0.0004067599	-0.0000188379	-0.0006470704	-0.0000254577	-0.0002191875	-0.0002674665	-0.0005578817	-0.0000115611	0.0004163722	-0.0000753991	-0.0002066195	-0.0000679815	0.0001457696	0.0000387910	0.0000548292	-0.0000174590	-0.0000420413	-0.0009402898	0.0000020129	-0.0000657958	-0.0000707944	-0.0000952620	-0.0001402519	-0.0000577516	-0.0003566889	-0.0000723308	-0.0001022239	0.0003964060	-0.0008890014	-0.0000559536	0.0006117718	-0.0003639823	0.0000540699	0.0003228463	-0.0000320955	0.0000357089	-0.0000300221	-0.0000944475	0.0001313259	0.0006887061	0.0005219853	0.0000507251	0.0002109006	-0.0003575243	0.0000000986	0.0000002842	-0.0001087249	0.0003708366	0.0000000693	0.0000005426	-0.0000019268	0.0000000064	-0.0001273112	-0.0000000300	0.0000003604	0.0000000555	0.0000000146	-0.0000002084	0.0000016877	0.0000808024	-0.0000252126	0.0004118676	-0.0005338025	-0.0000822090	-0.0001064374	0.0000092976	-0.0001630215	0.0000384025	-0.0000250762
-0.0000166101	0.0000151575	-0.0000173883	-0.0000162773	-0.0000158855	0.0000364353	-0.0000250552	-0.0000002518	0.0000092797	0.0000698225	-0.0000022144	0.0000060664	0.0000423665	-0.0000245739	-0.0000151684	0.0000015195	-0.0000060491	0.0000100183	0.0000519409	-0.0000388099	0.0000288672	-0.0002047307	-0.0000466457	0.0000078320	0.0001216055	0.0000467968	-0.0000802613	0.0000269652	-0.0000443122	-0.0003168843	0.0000027540	-0.0000662181	0.0000221552	-0.0000250201	-0.0000153164	-0.0001235585	-0.0000037733	-0.0000279824	0.0000182101	-0.0000434294	-0.0000270768	-0.0000936964	-0.0000036771	-0.0000224128	-0.0000594183	-0.0000198298	0.0000025344	0.0000345595	-0.0000040899	0.0000212985	0.0000406227	0.0000573849	0.0000717431	0.0000070089	0.0000036336	-0.0000056728	-0.0000296773	-0.0000437744	-0.0000077261	-0.0000276059	-0.0000432926	-0.0000000183	-0.0000000876	0.0000171092	-0.0000601416	-0.0000000080	-0.0000001347	0.0000005168	-0.0000000068	0.0000365825	0.0000000171	-0.0000001418	-0.0000000415	-0.0000000051	0.0000002538	0.0000007779	0.0000344231	0.0000359878	0.0000209696	0.0001170633	0.0000552708	0.0000531325	-0.0000015797	-0.0000025570	-0.0000034776	0.0000344604
