1.000	0.270
2.000	0.358
3.000	0.388
4.000	0.627
5.000	0.639
6.000	0.866
7.000	0.871
8.000	1.066
9.000	1.076
10.000	1.091
11.000	1.192
12.000	1.264
13.000	1.328
14.000	1.516
15.000	1.647
16.000	1.740
17.000	1.749
18.000	1.852
19.000	1.998
20.000	2.068
21.000	2.159
22.000	2.195
23.000	2.225
24.000	2.367
25.000	2.381
26.000	2.464
27.000	2.627
28.000	2.639
29.000	2.701
30.000	2.747
31.000	2.756
32.000	2.987
33.000	3.131
34.000	3.219
35.000	3.314
36.000	3.535
37.000	3.585
38.000	3.630
39.000	3.697
40.000	3.749
41.000	3.811
42.000	3.990
43.000	4.034
44.000	4.119
45.000	4.265
46.000	4.409
47.000	4.412
48.000	4.598
49.000	4.786
50.000	5.043
51.000	5.049
52.000	5.096
53.000	5.203
54.000	5.323
55.000	5.345
56.000	5.387
57.000	5.478
58.000	5.492
59.000	5.581
60.000	5.753
61.000	5.866
62.000	5.930
63.000	6.048
64.000	6.083
65.000	6.083
66.000	6.179
67.000	6.179
68.000	6.211
69.000	6.264
70.000	6.264
71.000	6.324
72.000	6.336
73.000	6.336
74.000	6.347
75.000	6.384
76.000	6.393
77.000	6.393
78.000	6.435
79.000	6.435
80.000	6.468
81.000	6.817
82.000	7.002
83.000	7.113
84.000	7.149
85.000	7.215
86.000	7.345
