1.000	0.264
2.000	0.355
3.000	0.385
4.000	0.617
5.000	0.632
6.000	0.855
7.000	0.856
8.000	1.064
9.000	1.066
10.000	1.074
11.000	1.169
12.000	1.248
13.000	1.308
14.000	1.490
15.000	1.608
16.000	1.717
17.000	1.730
18.000	1.823
19.000	1.953
20.000	2.031
21.000	2.116
22.000	2.174
23.000	2.196
24.000	2.316
25.000	2.333
26.000	2.401
27.000	2.562
28.000	2.574
29.000	2.686
30.000	2.693
31.000	2.694
32.000	2.911
33.000	3.033
34.000	3.157
35.000	3.229
36.000	3.459
37.000	3.573
38.000	3.594
39.000	3.635
40.000	3.636
41.000	3.696
42.000	3.900
43.000	3.934
44.000	4.076
45.000	4.158
46.000	4.274
47.000	4.344
48.000	4.597
49.000	4.748
50.000	4.932
51.000	4.951
52.000	5.000
53.000	5.072
54.000	5.197
55.000	5.223
56.000	5.252
57.000	5.428
58.000	5.466
59.000	5.474
60.000	5.751
61.000	5.766
62.000	5.804
63.000	5.998
64.000	6.083
65.000	6.083
66.000	6.089
67.000	6.179
68.000	6.179
69.000	6.190
70.000	6.210
71.000	6.264
72.000	6.264
73.000	6.322
74.000	6.336
75.000	6.336
76.000	6.393
77.000	6.393
78.000	6.435
79.000	6.435
80.000	6.436
81.000	6.648
82.000	6.930
83.000	6.987
84.000	6.992
85.000	7.113
86.000	7.125
